Actual,Predicted
264.5865,272.56313484124195
17.3656,18.265034400487103
8.3538,12.510571814265544
31.6,86.6078001872119
74.574,23.51871677748136
25.0938,29.614835309029907
-3.0366,-4.160348171533886
25.48,23.02777667223392
4.6552,1.590070523418132
2.2155,13.012835390911503
7.3359,8.016425753704073
37.884,37.50491668622305
13.878,13.341626228165541
21.252,15.393543866715023
0.9774,3.7657554596856597
26.598,26.038561316303323
13.941,14.280308923893656
9.3312,10.294593905891935
-10.7964,-15.731409504107328
21.7845,21.53148077089532
6.2608,5.565514512174436
4.6782,6.4957925850193385
113.848,120.3419282984962
14.098,4.566959266386258
-14.7931,19.96513129239312
-34.0704,11.12102767385372
25.47,21.98077862571589
3.8775,2.3744523065755483
467.9922,452.25520036681274
-8.3524,-2.6349412955416214
21.2724,32.017597357265096
-3.5622,14.332024343406866
82.2906,77.47071288723998
1.6356,2.5156990285684593
-15.2225,-37.478740507777246
28.6578,25.19715936707363
7.7,3.5954115096900483
4.2717,4.3061034738328825
7.5528,-7.231928776098158
2.8478,4.4081636216500995
35.3626,37.88664308906107
0.0,4.713744178449313
-2.61,-3.3962035861992916
-13.993,-12.488609237971124
68.364,66.05970769458807
9.5968,10.386591779064984
2.528,3.7611339347465265
-0.9012,5.865277054560206
-107.958,-17.909471362619136
11.8272,11.163872421644829
0.0,10.626210924324047
18.144,16.859835420650914
32.4862,35.947146807625884
30.7872,26.187840742822814
6.8714,6.431473767481325
1.6324,4.694552422799577
5.256,7.50148406510468
0.4116,1.443286609204773
12.5328,10.075616732694497
91.9508,88.53084224793969
43.45,27.64635534908374
23.6808,18.761603281449972
6.168,10.019897042984475
15.196,11.343391232481913
11.1132,10.718498842351556
269.308,341.55162728562726
4.8804,6.209468617599524
9.3906,10.294593905891935
9.6192,10.294593905891935
1.5008,1.590070523418132
8.8624,7.955032581092136
8.8008,6.0945188039026315
-6.03,-5.599773753356383
-1.9872,-0.28313194701597527
3.8448,3.495059517922446
-25.056,-21.056808584022036
7.0224,7.748675211743231
10.062,9.077732950393512
20.878,13.865422412290021
-304.6653,-296.1702591501156
67.86,51.86669962795516
52.6344,52.55959637758328
28.497,22.87612208743969
2.8392,14.719414480753294
383.931,280.82207540648244
27.248,24.062525923513093
59.0372,44.48096455186907
1.773,1.1972899943583222
8.8624,8.558478899055736
22.992,21.26122761783928
122.2936,81.11215758065735
381.297,326.04869471236316
29.7024,28.67854363108672
6.4128,7.23105617558718
14.6718,14.334760342356729
39.5,120.17408042008194
10.08,10.270924000713737
6.552,7.121814661202661
-16.0784,2.5294372146705046
8.2616,8.685405523355076
41.1208,34.088404836626324
3.5256,4.768249898661918
31.0184,36.631451817130845
41.993,59.85485322751542
585.552,489.1818104001983
2.4864,2.661219182071957
19.824,-18.09168792887773
29.1528,71.98039784371197
4.2336,4.302159011119333
6.045,8.365024289636859
-13.433,-50.318227902912064
5.484,5.9803298640354345
7.9488,7.576264655717434
-75.8304,-85.38798911508711
36.4044,38.42346660337258
-12.7302,9.873592666074389
22.2,14.094739215841251
63.4368,33.721947949490975
11.586,15.807776815745578
0.6624,0.05755328367341374
-24.416,-24.750480697758583
15.9348,12.391134713542003
1.5548,5.247873353872937
8.388,4.848715450383844
16.608,14.897081582252198
11.996,12.173681359512724
22.2384,19.41085869140783
11.556,12.585673706133639
-7.1991,8.780790114304853
28.1718,26.913437986416138
15.525,17.47959571580325
2.772,3.491579246641903
28.65,27.748320286503258
6.104,6.040791042283936
6.93,7.47564166906478
-46.7362,-31.306606658697707
-30.16,-30.926884292821203
10.3936,8.51791328615826
60.4968,57.502540390439144
24.4758,10.489126516115377
0.3399,4.818102748144083
30.52,26.26074049132085
16.196,56.2471421080864
-46.8776,-37.75143864021176
3.5475,3.6559432470270004
8.0997,7.230340594437305
-24.4764,-20.934406258513423
7.0854,7.232114567140234
16.544,15.920231564806526
15.3426,13.89311668861081
